5.327290976892914642e+00,7.251365050958883174e+00,-3.713947138573841844e+00,-4.249958532520777155e+00,-6.870722365749606375e+00,-7.041382702722353670e+00,4.142166883080477646e+00,8.545610612568532716e-01,-9.707732772932633480e+00,-5.641270351032774411e-01,-1.518757215091241841e+00,7.696987259022864514e+00,3.614359660211804659e+00,1.939755377270977910e+00,1.098858359805707341e+00,8.981111930216274075e+00,8.199680561497986631e+00,-1.888469886241669560e+00,-5.540194028214724398e+00,5.567293636512712141e+00,0.000000000000000000e+00
-5.130054628464418620e+00,-1.016620048014101485e+01,9.395301657661627726e-01,3.022050158412867837e+00,-1.131665462200506234e+00,-7.435307411221772078e-01,-9.684938181601300045e+00,5.340424223657244118e-01,8.479106000777360208e+00,6.691236611584896465e+00,4.093463449533253140e+00,-5.992414963024566887e+00,6.367077387081373274e+00,6.888522504586498840e+00,-5.756502243963756982e+00,1.449612586202484676e+00,-1.107463972885408232e+01,-7.298689411989639275e+00,-5.568742063298294909e+00,-9.249690173229318191e+00,0.000000000000000000e+00
-7.920406656953910662e+00,-5.472657790054991089e-01,-9.246463641366922559e+00,-4.148277235664753704e+00,-9.757959782002279425e+00,-3.074117380995339044e+00,6.203513527434351360e+00,8.203528038719852589e+00,6.162155906276291617e+00,-9.481451012918302723e-01,2.790716554916302883e+00,-2.340187368726852846e+00,-4.687496633030665549e+00,-6.281868039145672711e-01,4.448583532140650831e+00,-7.469592604896044818e+00,-1.012544874777772996e+01,5.775298995089397813e+00,-3.614634621510405488e+00,4.536443021344426008e+00,0.000000000000000000e+00
5.653311868113835459e+00,5.970726057788469987e+00,-3.135001394810575714e+00,-5.133828658189274918e+00,-8.002005356280797344e+00,-8.957778925349559884e+00,2.812924366723851932e+00,1.969766271667791280e+00,-9.593541957329936309e+00,-1.324821481782567645e-01,-2.144721091500589871e+00,6.744585488100208082e+00,4.397610551066990503e+00,1.514224774468113210e+00,1.943728259475126841e+00,8.447115096041548199e+00,1.034236234371954311e+01,-3.257146338265744401e+00,-6.261749196608668910e+00,5.624373005037651474e+00,0.000000000000000000e+00
-7.201773136058456259e+00,-3.050229065074799628e+00,-7.246050819249926889e+00,-2.865215083148538344e+00,-6.404936047110629360e+00,-3.471646741353037413e+00,7.484898586043023272e+00,7.063620627466950630e+00,6.038201027137365173e+00,3.840044193426064290e+00,3.996743107189839161e+00,-3.145194282857990409e+00,-5.420223781064722246e+00,5.385127587205518207e-01,6.952684052128775605e+00,-1.018017817788352275e+01,-9.337882073103633829e+00,5.269467459414999055e+00,-4.882547438072877277e+00,5.074148058631710256e+00,0.000000000000000000e+00
-6.404441305121020278e+00,-2.959566400156662169e+00,-8.140785110677317249e+00,-3.462396500527313847e+00,-7.893094801279163519e+00,-1.481593485918230257e+00,5.260562106986366615e+00,7.026501421383569479e+00,5.586827124368740627e+00,8.823930473168964950e-01,3.931779180608297342e+00,-1.267818190070011175e+00,-6.687361670462865781e+00,-1.415314178559758940e+00,5.201546705677298377e+00,-8.587245849184371949e+00,-9.448835113806186570e+00,4.553639864802351056e+00,-3.823979875463717093e+00,4.231473008635573407e+00,0.000000000000000000e+00
-8.758242083951319756e+00,-1.021876713672633841e+01,-3.208782235382565684e-01,4.177423164128756028e+00,-2.051096848361214420e+00,1.991295183251727163e+00,-8.959569615615718519e+00,-5.839273401050633083e-01,9.552815266291000640e+00,6.228470098335828986e+00,5.393161442367293112e+00,-6.069831934791990236e+00,7.831927707808652883e+00,8.614203719017076821e+00,-6.963523074626233544e+00,1.492052518848314246e+00,-9.729098685746555120e+00,-7.720415315213596585e+00,-2.666355035450571620e+00,-6.576745015245963444e+00,0.000000000000000000e+00
-6.803750054880601361e+00,-9.063932542151105665e+00,-3.799277782735018816e-01,4.437410501461191537e+00,-3.253760215602683914e+00,1.036752788544580861e+00,-9.082231940915857393e+00,8.921509421441813359e-01,9.967758166590042990e+00,6.635454304582848017e+00,4.992007154626509902e+00,-5.162424989903917627e+00,7.032587753233549677e+00,7.551491627921054217e+00,-7.264959853299915338e+00,4.408432411670650808e+00,-9.417104104812336729e+00,-8.716104408614706145e+00,-4.285045761964898503e+00,-8.264973549762077099e+00,0.000000000000000000e+00
-6.958568610503165885e+00,-1.117338042575593704e+01,-3.825958007621825807e-01,3.366194789572193091e+00,-1.479514534415886651e+00,9.343307510374485592e-01,-1.077326357165472537e+01,9.678483127288060039e-01,8.722210510158408425e+00,5.803007784045099982e+00,5.781593675516315756e+00,-9.794637914485400998e+00,8.294312686193856976e+00,6.805513384447357872e+00,-7.096932179516412198e+00,2.599809696664000747e+00,-1.103693857475973594e+01,-8.021813446749309406e+00,-4.697370549144865848e+00,-6.008252333111060217e+00,0.000000000000000000e+00
-6.661776642811085836e+00,-2.426094837208526478e+00,-8.428360543840090813e+00,-2.450154662742968004e+00,-8.591044930688921610e+00,-4.651405854055823852e+00,7.088124487166076904e+00,8.915246506487882527e+00,7.006606181705634206e+00,1.996174448508706512e+00,1.769550606348133215e+00,-2.453000289171125115e+00,-5.777453582104933538e+00,-1.455112423143249512e+00,3.482418674516248203e+00,-8.600598442632589880e+00,-9.067386633288288422e+00,5.175607987347930816e+00,-4.825237518927315783e+00,5.563830132629163927e+00,0.000000000000000000e+00
-7.702578596681074252e+00,-8.866279009843932357e+00,-2.212838322231428512e-01,5.585386636902028634e+00,-2.252140664313506235e+00,4.559124009841444281e-01,-8.822187129567716113e+00,-1.091230855129337873e-01,8.885882685996078223e+00,7.906123591287977703e+00,2.393432957211985013e+00,-7.462491054066860308e+00,8.130930854801201590e+00,7.928675488654519654e+00,-5.649628672969186027e+00,2.555826913375842668e+00,-1.023424555405576974e+01,-8.525914510109606326e+00,-2.697741452719504718e+00,-8.189940653884827171e+00,0.000000000000000000e+00
-7.590729640541327150e+00,-8.830569199029699945e+00,-2.016130876694262941e+00,4.646184959974906548e+00,-2.171803706753767660e+00,-8.880512254951380413e-01,-1.076033511516354935e+01,-7.590888343334392108e-01,8.767617419360385966e+00,7.311406754613376968e+00,3.737753107548411613e+00,-6.935724241167640081e+00,7.750709160041151513e+00,7.755314656558954134e+00,-7.384143282105148032e+00,1.302352223818836974e+00,-7.181688278023733218e+00,-8.352480520336467151e+00,-2.228683059125698307e+00,-6.179987642599128250e+00,0.000000000000000000e+00
